Epoch	Train Loss	Val Loss
1	3819.661376953125	1.0171387195587158
2	36.05736541748047	9.027201652526855
3	2.071474313735962	0.2689683437347412
4	0.1258125603199005	0.00849076360464096
5	0.036881640553474426	0.03547735512256622
6	0.015177031978964806	0.006221051327884197
7	0.006657625548541546	0.00862222071737051
8	0.01923486404120922	0.014222587458789349
9	0.015601477585732937	0.006815845146775246
10	0.008238887414336205	0.008123882114887238
11	0.011914393864572048	0.06017235293984413
12	0.012017334811389446	0.0071698701940476894
13	0.010523826815187931	0.0059602833352983
14	0.014095691032707691	0.007646899204701185
15	0.012847550213336945	0.0198090560734272
16	0.04273439198732376	0.019721198827028275
17	0.010590302757918835	0.019152604043483734
18	0.023915674537420273	0.008413700386881828
19	0.017971422523260117	0.0168844573199749
20	0.016773264855146408	0.03820575773715973
21	0.009239384904503822	0.0061605097725987434
22	0.01918836496770382	0.01855696551501751
23	0.1049327626824379	0.02767406962811947
24	0.013262974098324776	0.017874259501695633
25	0.031404703855514526	0.0070523605681955814
26	0.0712079182267189	0.007934574037790298
27	0.026472261175513268	0.08182059228420258
28	0.10194441676139832	0.3646429479122162
29	0.06552760303020477	0.06517311930656433
30	0.2536323070526123	0.04294205084443092
31	0.04491819813847542	0.005246005021035671
32	0.0770651325583458	0.07551239430904388
33	0.7193782329559326	0.4321361184120178
34	1.076432466506958	4.078551769256592
35	4.995640277862549	1.9285249710083008
36	15.015174865722656	28.892133712768555
37	9.313061714172363	1.5293922424316406
38	1.8603029251098633	2.001053810119629
39	0.49510014057159424	0.03404416888952255
40	0.08379612863063812	0.06371650099754333
41	0.1014970988035202	0.027647510170936584
42	0.015064611099660397	0.0052968766540288925
43	0.027489084750413895	0.07032370567321777
44	0.04378129169344902	0.012568166479468346
45	0.005668243858963251	0.00509510887786746
46	0.011481921188533306	0.03178060054779053
47	0.022822819650173187	0.02607819065451622
48	0.019565794616937637	0.014491379261016846
49	0.018761590123176575	0.031252652406692505
50	0.013575752265751362	0.008490307256579399
51	0.00869608111679554	0.004968933295458555
52	0.00716318329796195	0.013864865526556969
53	0.013505092822015285	0.018280355259776115
54	0.0218728668987751	0.02360624261200428
55	0.013243252411484718	0.004814297426491976
56	0.032196737825870514	0.018412210047245026
57	0.05259472131729126	0.02198106050491333
58	0.05054724961519241	0.07809147983789444
59	0.0722336545586586	0.02743411809206009
60	0.012234614230692387	0.020559029653668404
61	0.016608327627182007	0.02335864119231701
62	0.06407719105482101	0.08399136364459991
63	0.19996769726276398	0.5415490865707397
64	0.15450163185596466	0.04480087757110596
65	0.05015861243009567	0.020291917026042938
66	0.06860652565956116	0.7007546424865723
67	0.3248777687549591	0.010282112285494804
68	0.31734833121299744	0.05185520648956299
69	9.709519386291504	50.22499084472656
70	25.657161712646484	18.098926544189453
71	6.453222751617432	0.8422374725341797
72	3.070195436477661	0.6741976141929626
73	0.437986820936203	0.18875469267368317
74	0.05649391934275627	0.01919587142765522
75	0.011009988375008106	0.025260593742132187
76	0.021855395287275314	0.004540198482573032
77	0.009735800325870514	0.013372059911489487
78	0.013463023118674755	0.008491243235766888
79	0.006647209636867046	0.0044405204243958
80	0.021641472354531288	0.00968602579087019
81	0.04632679000496864	0.008205603808164597
82	0.04250098392367363	0.053389646112918854
83	0.04805000498890877	0.02331867441534996
84	0.03535672277212143	0.04898837208747864
85	0.05536077171564102	0.06954612582921982
86	0.031418077647686005	0.026130571961402893
87	0.0523853600025177	0.008351512253284454
88	0.009858098812401295	0.012822198681533337
89	0.00874424073845148	0.005142084322869778
90	0.008338344283401966	0.007001856341958046
91	0.008673383854329586	0.004257116466760635
92	0.05010082572698593	0.128530353307724
93	0.04349721595644951	0.019311951473355293
94	0.006804906763136387	0.008872256614267826
95	0.007426662370562553	0.01631806418299675
96	0.020757758989930153	0.09613531827926636
97	0.03131846711039543	0.1283692866563797
98	0.06798985600471497	0.18851125240325928
99	0.17197450995445251	0.022013437002897263
100	0.10285603255033493	0.8047254085540771
